Client,Plant,Order_Type,Specie_code_used_in_GuiXT_scripts,Company_Code,Purchasing_Organization,Purchasing_Group,Tax_on_sales_purchases_code,Incoterms,Confirmation_Control_Key,Contract_Unit_of_Measure,Contract_Area_UOM_Text,UOM_for_Yield_Fields,Estimated_Yield_UOM_Text,Tracking_Number_Switch,Spool_Output_device,Mother_Plant,Indicate_when_to_bypass_the_target_qty_calculation,Bypass_Grower_Splits_screen,Indicator_for_displaying_Season_ID,Indicator_for_displaying_Get_Batch,Tax_Code_to_use_when_vendor_has_VAT
300,1710,ZBOP,CORN,1710,BYUS,Q90,V0,YNA,0004,ACR,ACRE,SBU,BUSHEL,,lokal,1710,,,,,
